subject_id	best_seed	pident	align_len_merged_query	align_len_merged_subject	query_coverage	subject_coverage	evalue	bitscore	seed_len	protein_len	hsp_count
DhA13G004410.1	sp|Q9SPK4|PPCK1_ARATH	27.948	211	212	0.743	0.257	4.390e-11	65.1	284	825	1
DhA13G004990.1	tr|Q9S759|Q9S759_KALFE	42.164	265	267	0.967	0.478	1.680e-62	207.0	274	558	1
DhA13G005790.1	tr|A0A089WU92|A0A089WU92_KALFE	41.132	261	263	0.960	0.523	4.030e-64	210.0	272	503	1
DhA13G005810.1	tr|A0A089WU92|A0A089WU92_KALFE	42.642	261	263	0.960	0.523	6.350e-68	220.0	272	503	1
DhA13G006470.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.935	139	137	0.463	0.199	1.330e-12	69.7	300	689	1
DhA13G006740.1	tr|Q2ABP5|Q2ABP5_ORYSJ	32.857	196	197	0.688	0.546	7.080e-12	66.6	285	361	1
DhA13G007620.1	tr|Q2ABP5|Q2ABP5_ORYSJ	89.199	285	287	1.000	0.997	0.000e+00	509.0	285	288	1
DhA13G008130.1	tr|Q9S759|Q9S759_KALFE	28.141	192	196	0.701	0.178	5.280e-11	64.7	274	1104	1
DhA13G008700.1	tr|A0A089WU92|A0A089WU92_KALFE	26.752	256	306	0.941	0.245	4.680e-20	91.3	272	1247	1
DhA13G008840.1	tr|Q5EC59|Q5EC59_MAIZE	39.604	101	96	0.353	0.210	7.390e-12	67.0	286	457	1
DhA13G008910.1	sp|Q9SPK4|PPCK1_ARATH	27.687	267	300	0.940	0.426	5.830e-23	100.0	284	705	1
DhA13G009490.1	tr|Q9S759|Q9S759_KALFE	30.729	185	187	0.675	0.233	7.420e-11	63.9	274	801	1
DhA13G011060.1	sp|Q9SPK4|PPCK1_ARATH	33.214	272	265	0.958	0.356	1.640e-30	122.0	284	744	1
DhA13G011330.1	tr|A0A089WU92|A0A089WU92_KALFE	31.716	262	262	0.963	0.732	4.360e-39	141.0	272	358	1
DhA13G011610.1	tr|Q9S759|Q9S759_KALFE	30.342	225	221	0.821	0.278	7.370e-15	75.9	274	796	1
DhA13G011620.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	27.311	231	215	0.770	0.270	5.970e-12	67.8	300	795	1
DhA13G012050.1	tr|A0A089WU92|A0A089WU92_KALFE	35.577	100	102	0.368	0.129	2.200e-11	65.5	272	788	1
DhA13G014080.1	tr|Q9S759|Q9S759_KALFE	29.537	248	275	0.905	0.310	3.020e-30	121.0	274	888	1
DhA13G014270.1	tr|Q5EC59|Q5EC59_MAIZE	30.131	222	221	0.776	0.326	1.260e-13	72.4	286	678	1
DhA13G016250.1	tr|A0A089WU92|A0A089WU92_KALFE	28.899	200	215	0.735	0.215	6.030e-11	64.3	272	1000	1
DhA13G016670.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	26.606	211	194	0.703	0.301	1.870e-14	75.1	300	645	1
DhA14G000550.1	tr|Q9S759|Q9S759_KALFE	29.123	256	279	0.934	0.584	1.230e-29	117.0	274	478	1
DhA14G000980.1	tr|Q9S759|Q9S759_KALFE	46.468	266	268	0.971	0.525	8.280e-75	238.0	274	510	1
DhA14G001170.1	tr|Q2ABR7|Q2ABR7_ORYSJ	30.556	202	192	0.692	0.197	7.920e-12	67.4	292	976	1
DhA14G002010.1	tr|Q5EC58|Q5EC58_MAIZE	28.169	271	262	0.909	0.706	2.110e-23	100.0	298	371	1
DhA14G002220.1	sp|Q9SPK4|PPCK1_ARATH	28.425	261	288	0.919	0.740	1.210e-22	97.8	284	389	1
DhA14G005460.1	sp|Q93VK0|PPCK2_ARATH	28.440	208	209	0.748	0.195	1.620e-16	81.3	278	1072	1
DhA14G006710.1	tr|A0A089WU92|A0A089WU92_KALFE	30.476	195	195	0.717	0.446	1.090e-11	66.2	272	437	1
DhA14G006830.1	sp|Q93VK0|PPCK2_ARATH	29.439	206	205	0.741	0.293	7.970e-13	70.1	278	699	1
DhA14G006950.1	tr|Q5EC57|Q5EC57_MAIZE	23.099	290	337	0.932	0.572	1.430e-16	81.6	311	589	1
DhA14G008320.1	tr|Q9S759|Q9S759_KALFE	31.250	262	267	0.956	0.380	3.020e-27	112.0	274	702	1
DhA14G008570.1	tr|Q2ABR6|Q2ABR6_ORYSJ	25.902	290	281	0.951	0.536	6.060e-20	91.7	305	524	1
DhA14G008830.1	tr|Q2ABR6|Q2ABR6_ORYSJ	33.333	275	265	0.902	0.703	7.170e-23	99.0	305	377	1
DhA14G008850.1	sp|Q9SPK4|PPCK1_ARATH	31.718	212	218	0.746	0.463	5.830e-21	93.6	284	471	1
DhA14G009340.1	tr|A0A089WU92|A0A089WU92_KALFE	30.065	147	146	0.540	0.304	9.230e-11	63.5	272	480	1
DhA14G010070.1	tr|A0A089WU92|A0A089WU92_KALFE	31.061	256	254	0.941	0.528	4.680e-38	140.0	272	481	1
DhA14G012410.1	tr|Q9S759|Q9S759_KALFE	29.778	214	219	0.781	0.271	5.650e-13	70.5	274	807	1
DhA14G012470.1	tr|Q9S759|Q9S759_KALFE	29.778	214	219	0.781	0.271	2.320e-13	71.6	274	808	1
DhA14G012630.1	tr|Q9S759|Q9S759_KALFE	32.234	265	268	0.967	0.590	2.370e-41	149.0	274	454	1
DhA14G012720.1	tr|Q9S759|Q9S759_KALFE	52.439	79	82	0.288	0.503	6.540e-18	80.5	274	163	1
DhA14G014600.1	tr|Q9S759|Q9S759_KALFE	31.628	207	210	0.755	0.491	4.690e-20	90.5	274	428	1
DhA14G015650.1	sp|Q9SPK4|PPCK1_ARATH	28.517	249	239	0.877	0.381	1.590e-21	95.9	284	627	1
DhA14G016330.1	sp|Q93VK0|PPCK2_ARATH	27.333	265	294	0.953	0.795	4.440e-22	95.9	278	370	1
DhA14G016560.1	tr|A0A089WU92|A0A089WU92_KALFE	29.588	252	244	0.926	0.629	2.940e-13	70.5	272	388	1
DhA14G016790.1	sp|Q93VK0|PPCK2_ARATH	29.545	207	213	0.745	0.367	4.990e-18	85.5	278	581	1
DhA14G017170.1	tr|A0A089WU92|A0A089WU92_KALFE	38.346	258	264	0.949	0.428	1.080e-54	187.0	272	617	1
DhA14G017230.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.821	211	205	0.703	0.523	1.010e-12	69.7	300	392	1
DhA14G017610.1	tr|Q9S759|Q9S759_KALFE	30.732	190	204	0.693	0.506	2.320e-12	68.2	274	403	1
DhA15G000230.1	tr|Q9S759|Q9S759_KALFE	30.612	189	191	0.690	0.240	6.240e-17	82.0	274	795	1
DhA15G000490.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	29.902	193	194	0.656	0.380	7.100e-12	67.4	294	511	1
DhA15G000920.1	sp|Q9SPK4|PPCK1_ARATH	31.696	209	215	0.736	0.413	8.480e-19	87.8	284	521	1
DhA15G001110.1	tr|A0A089WU92|A0A089WU92_KALFE	33.333	256	252	0.941	0.403	3.610e-43	156.0	272	626	1
DhA15G001620.1	tr|Q9S759|Q9S759_KALFE	31.655	274	266	1.000	0.572	7.510e-25	104.0	274	465	1
DhA15G002480.1	sp|Q9SPK4|PPCK1_ARATH	29.073	270	303	0.951	0.509	7.980e-22	96.7	284	595	1
DhA15G003010.1	tr|Q5EC59|Q5EC59_MAIZE	31.395	170	170	0.594	0.281	5.970e-17	82.4	286	606	1
DhA15G003220.1	tr|Q9S759|Q9S759_KALFE	28.372	189	215	0.690	0.207	3.030e-11	65.5	274	1041	1
DhA15G003490.1	tr|Q9S759|Q9S759_KALFE	40.351	113	114	0.412	0.305	2.630e-18	85.1	274	374	1
DhA15G003510.1	sp|Q9SPK4|PPCK1_ARATH	28.296	268	301	0.944	0.482	4.500e-22	97.4	284	624	1
DhA15G003750.1	tr|A0A089WU92|A0A089WU92_KALFE	33.333	264	262	0.971	0.521	6.200e-40	146.0	272	503	1
DhA15G004000.1	tr|Q5EC59|Q5EC59_MAIZE	29.773	255	300	0.892	0.538	4.860e-34	131.0	286	558	1
DhA15G005180.1	sp|Q9SPK4|PPCK1_ARATH	27.650	210	210	0.739	0.231	3.040e-12	68.6	284	909	1
DhA15G005380.1	tr|Q9S759|Q9S759_KALFE	26.606	210	210	0.766	0.325	1.150e-11	66.2	274	646	1
DhA15G005510.1	tr|A0A089WU92|A0A089WU92_KALFE	34.572	260	258	0.956	0.567	3.580e-44	156.0	272	455	1
DhA15G005850.1	sp|Q9SPK4|PPCK1_ARATH	28.194	215	219	0.757	0.302	1.020e-16	81.6	284	724	1
DhA15G006940.1	tr|A0A089WU92|A0A089WU92_KALFE	31.343	260	260	0.956	0.718	1.990e-35	131.0	272	362	1
DhA15G008470.1	tr|Q9S759|Q9S759_KALFE	29.153	269	293	0.982	0.722	2.190e-26	108.0	274	406	1
DhA15G008610.1	sp|Q93VK0|PPCK2_ARATH	32.075	181	208	0.651	0.440	1.100e-17	84.0	278	473	1
DhA15G010150.1	tr|A0A089WU92|A0A089WU92_KALFE	31.502	264	262	0.971	0.567	4.020e-40	146.0	272	462	1
DhA15G010470.1	tr|Q9S759|Q9S759_KALFE	36.275	96	102	0.350	0.107	1.860e-11	65.9	274	954	1
DhA15G011520.1	sp|Q9SPK4|PPCK1_ARATH	32.484	254	260	0.894	0.455	1.410e-14	75.1	284	572	2
DhA15G012810.1	tr|A0A089WU92|A0A089WU92_KALFE	28.859	146	149	0.537	0.262	9.480e-17	81.3	272	569	1
DhA15G013040.1	tr|Q9S759|Q9S759_KALFE	34.459	145	141	0.529	0.855	1.790e-23	95.1	274	165	1
DhA15G013500.1	tr|Q5EC59|Q5EC59_MAIZE	29.582	255	302	0.892	0.508	4.770e-33	129.0	286	595	1
DhA15G014410.1	tr|Q9S759|Q9S759_KALFE	29.648	191	193	0.697	0.240	1.120e-11	66.6	274	804	1
DhA15G014420.1	tr|Q9S759|Q9S759_KALFE	32.374	138	133	0.504	0.526	1.190e-12	67.8	274	253	1
DhA15G015270.1	sp|Q93VK0|PPCK2_ARATH	25.962	272	305	0.978	0.550	2.180e-19	89.4	278	555	1
DhA15G015770.1	sp|Q93VK0|PPCK2_ARATH	30.345	253	279	0.910	0.679	1.180e-24	103.0	278	411	1
DhA15G016190.1	tr|Q5EC59|Q5EC59_MAIZE	35.294	197	199	0.689	0.279	4.180e-12	68.2	286	714	1
DhA15G017400.1	sp|Q9SPK4|PPCK1_ARATH	29.204	222	219	0.782	0.337	4.150e-16	79.7	284	650	1
DhA16G000010.1	tr|Q5EC58|Q5EC58_MAIZE	27.391	216	211	0.725	0.505	1.050e-12	69.7	298	418	1
DhA16G000370.1	tr|Q9S759|Q9S759_KALFE	30.732	190	204	0.693	0.500	8.160e-13	69.3	274	408	1
DhA16G000740.1	sp|Q93VK0|PPCK2_ARATH	31.818	145	152	0.522	0.153	3.770e-11	65.1	278	995	1
DhA16G000890.1	tr|A0A089WU92|A0A089WU92_KALFE	37.218	258	264	0.949	0.426	3.270e-53	184.0	272	619	1
DhA16G001180.1	sp|Q93VK0|PPCK2_ARATH	29.333	212	218	0.763	0.377	1.960e-18	86.7	278	579	1
DhA16G001520.1	sp|Q9SPK4|PPCK1_ARATH	26.837	272	305	0.958	0.813	6.580e-20	90.1	284	375	1
DhA16G001900.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	31.884	196	186	0.667	0.396	1.670e-13	72.0	294	470	1
DhA16G003180.1	tr|Q9S759|Q9S759_KALFE	31.163	207	210	0.755	0.491	1.350e-19	89.4	274	428	1
DhA16G004160.1	tr|Q9S759|Q9S759_KALFE	26.923	174	182	0.635	0.278	5.790e-11	64.3	274	655	1
DhA16G004320.1	tr|A0A089WU92|A0A089WU92_KALFE	31.387	137	135	0.504	0.342	5.640e-18	84.3	272	395	1
DhA16G005680.1	tr|Q9S759|Q9S759_KALFE	30.435	197	202	0.719	0.188	1.560e-12	69.3	274	1075	1
DhA16G006240.1	tr|A0A089WU92|A0A089WU92_KALFE	31.068	191	195	0.702	0.240	2.080e-13	71.6	272	814	1
DhA16G006290.1	tr|A0A089WU92|A0A089WU92_KALFE	31.068	191	195	0.702	0.238	2.160e-13	71.6	272	818	1
DhA16G006300.1	tr|Q9S759|Q9S759_KALFE	30.189	201	205	0.734	0.251	5.820e-14	73.2	274	817	1
DhA16G008500.1	tr|A0A089WU92|A0A089WU92_KALFE	29.358	200	215	0.735	0.205	7.670e-11	63.9	272	1051	1
DhA16G008510.1	tr|A0A089WU92|A0A089WU92_KALFE	29.358	200	215	0.735	0.208	7.310e-11	63.9	272	1036	1
DhA16G008680.1	tr|Q2ABR6|Q2ABR6_ORYSJ	34.286	269	259	0.882	0.602	3.920e-24	102.0	305	430	1
DhA16G009100.1	tr|Q2ABR7|Q2ABR7_ORYSJ	30.705	228	218	0.781	0.423	1.910e-11	65.9	292	515	1
DhA16G009910.1	tr|Q9S759|Q9S759_KALFE	31.250	185	188	0.675	0.242	5.710e-12	67.4	274	777	1
DhA16G010230.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	29.496	139	137	0.463	0.234	5.060e-14	73.9	300	586	1
DhA16G013940.1	tr|Q2ABR7|Q2ABR7_ORYSJ	28.000	267	254	0.914	0.734	1.200e-21	94.7	292	346	1
DhA16G015290.1	sp|Q9SPK4|PPCK1_ARATH	29.720	253	280	0.891	0.698	2.860e-23	99.8	284	401	1
DhA16G015480.1	tr|Q5EC58|Q5EC58_MAIZE	28.938	271	249	0.909	0.694	3.450e-24	102.0	298	359	1
DhA16G016080.1	tr|Q2ABR7|Q2ABR7_ORYSJ	31.944	202	192	0.692	0.196	1.440e-13	72.8	292	978	1
DhA16G016260.1	tr|Q9S759|Q9S759_KALFE	47.308	257	259	0.938	0.507	1.740e-74	237.0	274	511	1
DhA16G016540.1	tr|Q9S759|Q9S759_KALFE	28.671	257	280	0.938	0.596	4.810e-28	113.0	274	470	1
DhA16G017080.1	tr|A0A089WU92|A0A089WU92_KALFE	32.157	251	243	0.923	0.454	6.700e-38	141.0	272	535	1
DhA17G000370.1	tr|Q2ABP5|Q2ABP5_ORYSJ	38.281	118	121	0.414	0.144	1.300e-11	66.6	285	843	1
DhA17G000580.1	sp|Q9SPK4|PPCK1_ARATH	32.127	215	215	0.757	0.289	4.930e-19	88.6	284	744	1
DhA17G000660.1	tr|Q2ABR6|Q2ABR6_ORYSJ	30.224	255	260	0.836	0.610	1.970e-20	92.4	305	426	1
DhA17G001390.1	tr|Q9S759|Q9S759_KALFE	31.313	189	193	0.690	0.202	2.550e-12	68.6	274	954	1
DhA17G001600.1	tr|Q9S759|Q9S759_KALFE	30.405	148	146	0.540	0.250	7.200e-17	81.6	274	585	1
DhA17G003100.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	27.027	215	191	0.717	0.350	3.650e-11	65.1	300	546	1
DhA17G004730.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.369	141	139	0.470	0.240	1.380e-12	69.7	300	580	1
DhA17G005270.1	tr|A0A089WU92|A0A089WU92_KALFE	28.571	144	147	0.529	0.961	5.480e-18	80.1	272	153	1
DhA17G005460.1	tr|Q9S759|Q9S759_KALFE	45.000	180	179	0.657	0.644	3.030e-48	162.0	274	278	1
DhA17G006390.1	tr|Q2ABP5|Q2ABP5_ORYSJ	31.818	249	252	0.874	0.660	2.700e-17	82.8	285	382	1
DhA17G007420.1	tr|A0A089WU92|A0A089WU92_KALFE	36.059	260	259	0.956	0.590	4.200e-44	156.0	272	439	1
DhA17G007430.1	tr|A0A089WU92|A0A089WU92_KALFE	34.340	261	260	0.960	0.576	5.450e-45	159.0	272	451	1
DhA17G007600.1	tr|A0A089WU92|A0A089WU92_KALFE	29.818	255	267	0.938	0.861	1.930e-29	114.0	272	310	1
DhA17G008600.1	tr|Q9S759|Q9S759_KALFE	26.459	245	244	0.894	0.699	6.990e-11	63.5	274	349	1
DhA17G009420.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	31.472	180	181	0.600	0.366	9.700e-11	63.9	300	495	1
DhA17G009570.1	tr|A0A089WU92|A0A089WU92_KALFE	30.435	150	160	0.551	0.180	8.110e-11	63.9	272	887	1
DhA17G009940.1	tr|A0A089WU92|A0A089WU92_KALFE	30.435	150	160	0.551	0.181	7.740e-11	63.9	272	884	1
DhA17G010210.1	tr|Q9S759|Q9S759_KALFE	27.230	201	204	0.734	0.201	1.300e-12	69.3	274	1016	1
DhA17G010780.1	sp|Q93VK0|PPCK2_ARATH	29.907	201	207	0.723	0.300	3.020e-13	71.2	278	689	1
DhA17G010790.1	sp|Q93VK0|PPCK2_ARATH	29.439	201	207	0.723	0.297	9.590e-13	69.7	278	698	1
DhA17G010800.1	sp|Q93VK0|PPCK2_ARATH	29.907	201	207	0.723	0.286	3.920e-13	70.9	278	723	1
DhA17G010850.1	sp|Q93VK0|PPCK2_ARATH	30.374	201	207	0.723	0.270	9.740e-14	72.8	278	767	1
DhA17G010910.1	tr|Q5EC59|Q5EC59_MAIZE	31.308	205	207	0.717	0.289	1.650e-13	72.0	286	716	1
DhA17G010920.1	sp|Q93VK0|PPCK2_ARATH	28.111	209	210	0.752	0.334	9.480e-12	66.6	278	629	1
DhA17G010940.1	sp|Q93VK0|PPCK2_ARATH	28.899	209	210	0.752	0.307	1.040e-11	66.6	278	685	1
DhA17G011040.1	sp|Q93VK0|PPCK2_ARATH	28.704	209	211	0.752	0.252	1.650e-14	75.1	278	838	1
DhA17G011130.1	tr|Q5EC58|Q5EC58_MAIZE	30.172	220	203	0.738	0.308	6.930e-13	70.5	298	660	1
DhA17G011250.1	tr|Q5EC58|Q5EC58_MAIZE	29.778	213	196	0.715	0.301	6.660e-12	67.4	298	651	1
DhA17G011260.1	sp|Q93VK0|PPCK2_ARATH	28.704	209	211	0.752	0.252	1.560e-13	72.0	278	838	1
DhA17G011270.1	sp|Q93VK0|PPCK2_ARATH	30.131	212	216	0.763	0.310	1.830e-14	74.7	278	696	1
DhA17G011890.1	tr|Q5EC59|Q5EC59_MAIZE	28.636	214	214	0.748	0.224	1.030e-15	79.0	286	955	1
DhA17G013910.1	tr|A0A089WU92|A0A089WU92_KALFE	32.103	249	261	0.915	0.372	6.810e-17	82.0	272	701	1
DhA17G014180.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.216	139	137	0.463	0.240	3.180e-14	74.3	300	572	1
DhA17G014570.1	sp|Q93VK0|PPCK2_ARATH	29.060	219	221	0.788	0.318	1.520e-14	75.1	278	695	1
DhA17G015110.1	sp|Q9SPK4|PPCK1_ARATH	28.992	222	232	0.782	0.441	9.510e-11	63.5	284	526	1
DhA18G000620.1	sp|Q93VK0|PPCK2_ARATH	26.848	247	245	0.888	0.554	5.080e-11	64.3	278	442	1
DhA18G000710.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	26.715	252	256	0.840	0.569	2.370e-12	68.6	300	450	1
DhA18G001770.1	sp|Q93VK0|PPCK2_ARATH	26.459	247	245	0.888	0.554	3.890e-11	64.7	278	442	1
DhA18G001900.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	26.715	252	256	0.840	0.559	1.020e-12	69.7	300	458	1
DhA18G002470.1	tr|Q5EC59|Q5EC59_MAIZE	82.979	279	280	0.976	0.982	7.210e-158	442.0	286	285	1
DhA18G003190.1	tr|Q9S759|Q9S759_KALFE	31.365	260	265	0.949	0.380	1.630e-25	107.0	274	698	1
DhA18G003380.1	sp|Q9SPK4|PPCK1_ARATH	29.811	255	254	0.898	0.709	3.880e-18	84.7	284	358	1
DhA18G003450.1	tr|Q2ABP5|Q2ABP5_ORYSJ	24.719	260	261	0.912	0.235	6.880e-12	67.4	285	1110	1
DhA18G003690.1	tr|Q9S759|Q9S759_KALFE	30.455	210	210	0.766	0.210	8.270e-11	63.9	274	998	1
DhA18G003990.1	sp|Q9SPK4|PPCK1_ARATH	32.576	257	251	0.905	0.487	2.930e-26	108.0	284	515	1
DhA18G005070.1	sp|Q93VK0|PPCK2_ARATH	28.889	220	219	0.791	0.202	2.000e-16	80.9	278	1086	1
DhA18G006080.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.216	139	137	0.463	0.233	8.350e-14	73.2	300	589	1
DhA18G007060.1	sp|Q93VK0|PPCK2_ARATH	28.636	210	213	0.755	0.214	8.110e-21	94.0	278	997	1
DhA18G007150.1	tr|Q9S759|Q9S759_KALFE	33.493	206	203	0.752	0.437	7.440e-28	112.0	274	465	1
DhA18G008120.1	sp|Q93VK0|PPCK2_ARATH	25.769	253	252	0.910	0.410	1.540e-15	78.2	278	615	1
DhA18G008380.1	sp|Q93VK0|PPCK2_ARATH	33.459	262	260	0.942	0.291	5.660e-29	117.0	278	894	1
DhA18G009640.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.507	203	200	0.712	0.191	1.040e-11	67.0	285	1048	1
DhA18G009740.1	tr|Q2ABR6|Q2ABR6_ORYSJ	88.727	275	270	0.902	0.758	6.000e-159	448.0	305	356	1
DhA18G011200.1	sp|Q9SPK4|PPCK1_ARATH	31.538	121	130	0.426	0.368	1.440e-11	65.9	284	353	1
DhA18G011310.1	tr|A0A089WU92|A0A089WU92_KALFE	32.836	245	257	0.901	0.385	1.400e-18	87.0	272	668	1
DhA18G011370.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	28.929	279	254	0.930	0.476	6.760e-31	122.0	300	534	1
DhA18G012310.1	tr|Q9S759|Q9S759_KALFE	33.649	204	207	0.745	0.294	3.830e-25	106.0	274	704	1
DhA18G012900.1	sp|Q9SPK4|PPCK1_ARATH	30.677	238	245	0.838	0.311	7.220e-17	82.0	284	788	1
DhA18G013380.1	tr|Q9S759|Q9S759_KALFE	30.622	189	195	0.690	0.345	4.880e-11	64.3	274	565	1
DhA18G014150.1	tr|Q5EC59|Q5EC59_MAIZE	26.214	205	204	0.717	0.339	8.840e-19	87.8	286	601	1
DhA18G014340.1	tr|A0A089WU92|A0A089WU92_KALFE	31.959	258	284	0.949	0.969	2.370e-32	122.0	272	293	1
DhA18G014580.1	tr|A0A089WU92|A0A089WU92_KALFE	38.406	266	270	0.978	0.527	2.410e-58	195.0	272	512	1
DhA18G014980.1	tr|Q2ABP5|Q2ABP5_ORYSJ	30.970	266	245	0.933	0.486	7.580e-26	107.0	285	504	1
DhA18G015330.1	sp|Q93VK0|PPCK2_ARATH	29.167	209	210	0.752	0.545	1.500e-17	83.2	278	385	1
DhA18G016320.1	tr|Q9S759|Q9S759_KALFE	31.513	221	233	0.807	0.328	2.680e-20	92.0	274	710	1
DhA18G016970.1	tr|A0A089WU92|A0A089WU92_KALFE	33.803	137	140	0.504	0.355	5.110e-17	81.6	272	394	1
DhA18G018390.1	tr|Q9S759|Q9S759_KALFE	26.667	250	248	0.912	0.281	9.820e-13	69.7	274	882	1
DhA18G018800.1	tr|Q6K1R8|Q6K1R8_ORYSJ	32.906	222	222	0.714	0.223	2.520e-17	84.3	311	995	1
DhA18G018820.1	tr|Q6K1R8|Q6K1R8_ORYSJ	32.547	202	203	0.650	0.200	6.300e-13	71.2	311	1017	1
DhA18G018990.1	tr|Q9S759|Q9S759_KALFE	27.358	201	204	0.734	0.201	1.050e-11	66.6	274	1015	1
DhA18G019120.1	sp|Q9SPK4|PPCK1_ARATH	29.063	280	312	0.986	0.761	6.880e-24	101.0	284	410	1
DhA18G019190.1	sp|Q9SPK4|PPCK1_ARATH	26.941	214	211	0.754	0.269	4.330e-14	73.9	284	783	1
DhA18G019980.1	tr|Q2ABP5|Q2ABP5_ORYSJ	28.054	213	211	0.747	0.506	6.570e-13	70.1	285	417	1
DhA18G020010.1	sp|Q93VK0|PPCK2_ARATH	33.735	161	161	0.579	0.148	2.070e-17	84.0	278	1086	1
DhA18G020080.1	tr|Q5EC58|Q5EC58_MAIZE	25.826	277	325	0.930	0.629	5.260e-18	85.5	298	517	1
DhA18G020890.1	tr|A0A089WU92|A0A089WU92_KALFE	30.597	262	262	0.963	0.726	8.830e-37	135.0	272	361	1
DhA18G021090.1	sp|Q9SPK4|PPCK1_ARATH	31.915	274	272	0.965	0.387	7.910e-28	114.0	284	703	1
DhA18G021620.1	sp|Q9SPK4|PPCK1_ARATH	27.064	200	212	0.704	0.534	3.110e-11	65.1	284	397	1
DhA19G000280.1	sp|Q9SPK4|PPCK1_ARATH	29.924	263	255	0.926	0.193	4.930e-33	129.0	284	1319	1
DhA19G000760.1	tr|Q9S759|Q9S759_KALFE	29.771	257	256	0.938	0.524	6.870e-42	151.0	274	489	1
DhA19G000870.1	tr|A0A089WU92|A0A089WU92_KALFE	32.601	264	262	0.971	0.578	2.860e-44	157.0	272	453	1
DhA19G002320.1	tr|A0A089WU92|A0A089WU92_KALFE	37.455	265	271	0.974	0.458	1.080e-56	192.0	272	592	1
DhA19G002740.1	tr|Q9S759|Q9S759_KALFE	30.651	247	251	0.901	0.564	1.010e-22	98.2	274	445	1
DhA19G003080.1	tr|A0A089WU92|A0A089WU92_KALFE	32.482	262	268	0.963	0.775	1.080e-39	142.0	272	346	1
DhA19G003890.1	tr|A0A3L6F0R5|A0A3L6F0R5_MAIZE	30.189	209	190	0.697	0.178	3.310e-15	77.8	300	1070	1
DhA19G004170.1	tr|Q9S759|Q9S759_KALFE	31.532	213	216	0.777	0.303	8.460e-23	99.4	274	714	1
DhA19G004820.1	tr|Q5EC59|Q5EC59_MAIZE	25.108	217	225	0.759	0.717	2.270e-13	70.9	286	314	1
DhA19G005370.1	sp|Q93VK0|PPCK2_ARATH	31.847	154	153	0.554	0.218	2.370e-13	71.6	278	703	1
DhA19G005520.1	sp|Q93VK0|PPCK2_ARATH	27.885	201	201	0.723	0.291	7.180e-11	63.9	278	690	1
DhA19G005580.1	tr|Q9S759|Q9S759_KALFE	43.820	264	266	0.964	0.497	2.970e-71	229.0	274	535	1
DhA19G006590.1	tr|A0A089WU92|A0A089WU92_KALFE	26.383	219	225	0.805	0.349	1.960e-12	68.6	272	645	1
DhA19G006600.1	tr|A0A089WU92|A0A089WU92_KALFE	28.095	197	200	0.724	0.311	7.980e-13	69.7	272	643	1
DhA19G006640.1	tr|A0A3L6FW63|A0A3L6FW63_MAIZE	33.607	117	116	0.398	0.171	7.690e-12	67.4	294	677	1
DhA19G006690.1	tr|Q2ABR7|Q2ABR7_ORYSJ	27.311	209	212	0.716	0.305	2.560e-11	65.9	292	695	1
DhA19G007260.1	tr|A0A089WU92|A0A089WU92_KALFE	42.336	266	272	0.978	0.507	4.930e-72	231.0	272	537	1
DhA19G007450.1	tr|Q9S759|Q9S759_KALFE	31.111	268	264	0.978	0.399	2.510e-29	118.0	274	662	1
DhA19G007740.1	tr|A0A089WU92|A0A089WU92_KALFE	31.455	192	208	0.706	0.165	1.070e-11	66.6	272	1258	1
DhA19G008560.1	tr|Q5EC59|Q5EC59_MAIZE	25.620	241	231	0.843	0.416	7.570e-16	79.0	286	555	1
DhA19G009330.1	tr|Q2ABP5|Q2ABP5_ORYSJ	25.670	254	255	0.891	0.209	4.140e-12	68.2	285	1221	1
DhA19G009830.1	tr|Q9S759|Q9S759_KALFE	35.206	262	266	0.956	0.512	1.150e-53	183.0	274	520	1
DhA19G012560.1	sp|Q93VK0|PPCK2_ARATH	37.037	105	107	0.378	0.185	3.090e-11	65.1	278	579	1
DhA19G013990.1	tr|Q9S759|Q9S759_KALFE	28.440	207	213	0.755	0.192	7.560e-11	63.9	274	1107	1
DhA19G014880.1	sp|Q93VK0|PPCK2_ARATH	32.558	206	211	0.741	0.367	5.040e-21	94.0	278	575	1
DhA19G015070.1	tr|Q5EC58|Q5EC58_MAIZE	31.193	214	198	0.718	0.272	3.500e-14	74.3	298	727	1
