ID	reason	top1_stitle
DhB21G002880.1	not_in_final_set	sp|Q54XX1|SRPRB_DICDI Signal recognition particle receptor subunit beta OS=Dictyostelium discoideum OX=44689 GN=srprb PE=3 SV=1
DhB21G009350.1	not_in_final_set	sp|Q9SHI1|IF2C_ARATH Translation initiation factor IF-2, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=At1g17220 PE=2 SV=2
DhB22G006710.1	not_in_final_set	sp|C5Z3W1|GUF1_SORBI Translation factor GUF1 homolog, mitochondrial OS=Sorghum bicolor OX=4558 GN=Sb10g003070 PE=3 SV=1
DhB22G011870.1	not_in_final_set	sp|O74945|RIA1_SCHPO Ribosome assembly protein 1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=ria1 PE=3 SV=1
DhB22G018100.1	not_in_final_set	sp|P28186|RAE1C_ARATH Ras-related protein RABE1c OS=Arabidopsis thaliana OX=3702 GN=RABE1C PE=1 SV=1
DhB23G000360.1	not_in_final_set	sp|Q10251|IF2P_SCHPO Eukaryotic translation initiation factor 5B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC56F8.03 PE=1 SV=1
DhB23G003740.1	not_in_final_set	sp|Q40787|RAB7_CENCI Ras-related protein Rab7 OS=Cenchrus ciliaris OX=35872 PE=2 SV=1
DhB23G006290.1	not_in_final_set	sp|Q39433|RB1BV_BETVU Ras-related protein RAB1BV OS=Beta vulgaris OX=161934 GN=RAB1BV PE=2 SV=1
DhB23G008920.1	not_in_final_set	sp|Q1KPV0|FZL_ARATH Probable transmembrane GTPase FZO-like, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FZL PE=1 SV=1
DhB23G016610.1	not_in_final_set	sp|P16976|YPTM1_MAIZE GTP-binding protein YPTM1 OS=Zea mays OX=4577 GN=YPTM1 PE=2 SV=2
DhB25G007400.1	not_in_final_set	sp|O80501|RAH1B_ARATH Ras-related protein RABH1b OS=Arabidopsis thaliana OX=3702 GN=RABH1B PE=1 SV=1
DhB25G010570.1	not_in_final_set	sp|P28186|RAE1C_ARATH Ras-related protein RABE1c OS=Arabidopsis thaliana OX=3702 GN=RABE1C PE=1 SV=1
DhB27G002990.1	not_in_final_set	sp|Q24208|IF2G_DROME Eukaryotic translation initiation factor 2 subunit 3 OS=Drosophila melanogaster OX=7227 GN=eIF2gamma PE=2 SV=1
DhB28G000840.1	not_in_final_set	sp|Q8R050|ERF3A_MOUSE Eukaryotic peptide chain release factor GTP-binding subunit ERF3A OS=Mus musculus OX=10090 GN=Gspt1 PE=1 SV=2
DhB29G011760.1	not_in_final_set	sp|Q24208|IF2G_DROME Eukaryotic translation initiation factor 2 subunit 3 OS=Drosophila melanogaster OX=7227 GN=eIF2gamma PE=2 SV=1
DhB30G005430.1	not_in_final_set	sp|P35282|RAB21_MOUSE Ras-related protein Rab-21 OS=Mus musculus OX=10090 GN=Rab21 PE=1 SV=4
DhB30G006420.1	not_in_final_set	sp|Q1KPV0|FZL_ARATH Probable transmembrane GTPase FZO-like, chloroplastic OS=Arabidopsis thaliana OX=3702 GN=FZL PE=1 SV=1
DhB30G008590.1	not_in_final_set	sp|P28186|RAE1C_ARATH Ras-related protein RABE1c OS=Arabidopsis thaliana OX=3702 GN=RABE1C PE=1 SV=1
DhB30G010760.1	not_in_final_set	sp|Q40787|RAB7_CENCI Ras-related protein Rab7 OS=Cenchrus ciliaris OX=35872 PE=2 SV=1
DhB30G011560.1	not_in_final_set	sp|Q41640|RAB7_VIGAC Ras-related protein Rab7 OS=Vigna aconitifolia OX=3918 PE=2 SV=1
DhB31G005320.1	not_in_final_set	sp|Q9ZT91|EFTM_ARATH Elongation factor Tu, mitochondrial OS=Arabidopsis thaliana OX=3702 GN=TUFA PE=1 SV=1
DhB32G006950.1	not_in_final_set	sp|O49841|RAC2A_ARATH Ras-related protein RABC2a OS=Arabidopsis thaliana OX=3702 GN=RABC2A PE=1 SV=1
DhB32G008340.1	not_in_final_set	sp|Q8VY57|ARL8A_ARATH ADP-ribosylation factor-like protein 8a OS=Arabidopsis thaliana OX=3702 GN=ARL8A PE=2 SV=1
DhB33G007710.1	not_in_final_set	sp|C9WPN6|IF2H_RAT Eukaryotic translation initiation factor 2 subunit 3, Y-linked OS=Rattus norvegicus OX=10116 GN=Eif2s3y PE=2 SV=2
DhB35G003680.1	not_in_final_set	sp|Q10251|IF2P_SCHPO Eukaryotic translation initiation factor 5B OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPAC56F8.03 PE=1 SV=1
DhB35G007480.1	not_in_final_set	sp|Q24208|IF2G_DROME Eukaryotic translation initiation factor 2 subunit 3 OS=Drosophila melanogaster OX=7227 GN=eIF2gamma PE=2 SV=1
